QD_Type,Core_Composition,Surface_Charge,Hydrodynamic_Diameter,Oxidative_Stress_Marker,Apoptosis_Marker,Toxicity_Score
Cadmium Selenide QD,CdSe,-19.03719991087891,6.182063213846792,0.2273998521985089,0.18247190996364898,0.20493588108107894
Graphene QD,C,-19.870778912423845,7.924201621710483,0.2187193019204211,0.1094710656896439,0.16409518380503252
Cadmium Selenide QD,CdSe,-28.681552467274297,6.1095478927950815,0.06255386011106094,0.08809510133241595,0.07532448072173845
Cadmium Selenide QD,CdSe,-12.863726927022284,5.543436499055092,0.1899018496965501,0.13376188222059246,0.1618318659585713
Indium Phosphide QD,InP,-12.605631462463172,4.740939759470161,0.2482270235388359,0.060525555105735776,0.15437628932228584
Cadmium Selenide QD,CdSe,-23.079966138315754,3.3154498281755296,0.1184813331725839,0.16010857979041124,0.13929495648149756
Silicon QD,Si,-10.396355395999848,3.067284280297975,0.2780609163060438,0.10914764656609646,0.1936042814360701
Graphene QD,C,-22.914932282558798,2.5762755244252067,0.22166456753273167,0.15051778717178838,0.18609117735226002
Silicon QD,Si,-24.77779246314584,5.747375752839583,0.20177196221564692,0.13459735614369883,0.16818465917967287
Graphene QD,C,-19.666783956648345,4.279277241814373,0.1498983357439696,0.14227850562716196,0.14608842068556577
Cadmium Selenide QD,CdSe,-14.770151836815447,2.8146200987319077,0.29477435100066,0.16197058280235133,0.22837246690150567
Silicon QD,Si,-11.130169102903423,4.915713821212546,0.28690153171613797,0.1629605824807836,0.22493105709846078
Silicon QD,Si,-29.635572730313942,4.1624447621876595,0.18295772212556793,0.17871894045702788,0.1808383312912979
Indium Phosphide QD,InP,-21.979065293507645,7.6732717845394705,0.29027373427624253,0.08647223586835336,0.18837298507229794
Graphene QD,C,-20.97393457816664,3.842219226090454,0.20374180286144244,0.06655069618049228,0.13514624952096738
Indium Phosphide QD,InP,-27.734810105222174,5.083737217919014,0.1422103824664684,0.022051767060289194,0.08213107476337879
Silicon QD,Si,-24.98098750060254,6.127221861918432,0.12542028308746261,0.14271003509439237,0.13406515909092748
Indium Phosphide QD,InP,-27.11996250416519,2.801358861097058,0.08220523627654318,0.14448036637216286,0.11334280132435301
Cadmium Selenide QD,CdSe,-11.598359963424386,4.209209004432,0.17295897884815847,0.06858931615689125,0.12077414750252485
Cadmium Selenide QD,CdSe,-18.61302435065337,5.2687929163905824,0.12179838399248095,0.05025387156871451,0.08602612778059773
Cadmium Selenide QD,CdSe,-25.314515472824684,4.1207452044847415,0.2055132751520476,0.13502196177540768,0.17026761846372762
Graphene QD,C,-28.814421658893732,6.018496787406882,0.17389507087645523,0.08368822675158137,0.1287916488140183
Graphene QD,C,-21.94706333000636,5.900598834634232,0.26616838205014587,0.09118510489939247,0.17867674347476917
Graphene QD,C,-19.04769987133851,6.579613466237882,0.2936710406048116,0.12621703412611276,0.2099440373654622
Cadmium Selenide QD,CdSe,-10.117172432237417,7.890767101045429,0.24445030989108218,0.0385213803854912,0.1414858451382867
Graphene QD,C,-11.244257749768995,5.621362233127963,0.06548731826190042,0.07524367569599336,0.0703654969789469
Cadmium Selenide QD,CdSe,-27.76099928284556,4.812281050265991,0.08023307544763984,0.05616612948617111,0.06819960246690548
Indium Phosphide QD,InP,-28.53641348921029,5.1950643445221845,0.26085707107048994,0.046533005289146105,0.15369503817981803
Silicon QD,Si,-22.451392308811883,6.847470092425194,0.08059191307002263,0.15093926241965724,0.11576558774483994
Silicon QD,Si,-22.403990763276333,6.214704308367015,0.1519002793132917,0.16154396966723059,0.15672212449026113
Silicon QD,Si,-17.01769677439071,6.268180385151764,0.15959407962961597,0.026064006687907308,0.09282904315876164
Cadmium Selenide QD,CdSe,-22.71098748572635,6.7352771485362215,0.09380019342581829,0.08531227535238986,0.08955623438910407
Indium Phosphide QD,InP,-22.68675116021965,6.543672218147431,0.22319194219153277,0.19711065422513147,0.21015129820833212
Cadmium Selenide QD,CdSe,-29.049503634476007,5.260303963487966,0.22699975309713133,0.09725632711474283,0.16212804010593707
Graphene QD,C,-15.15141699667856,7.855615614758203,0.06098324067597437,0.1598606162192795,0.11042192844762694
Indium Phosphide QD,InP,-24.224303097247684,5.306647283408699,0.29417222226588813,0.10829682115421103,0.20123452171004957
Silicon QD,Si,-28.39801998635506,6.594698740459514,0.17313179648596388,0.10566167955918662,0.13939673802257524
Indium Phosphide QD,InP,-10.042881891240999,2.874449152667802,0.2315354322952871,0.17775869111316753,0.2046470617042273
Silicon QD,Si,-20.977982733907997,4.378921307394542,0.06280690344746624,0.08613023167139601,0.07446856755943113
Silicon QD,Si,-23.417294662041044,3.2186572657475727,0.22247220008347685,0.17203235929041732,0.19725227968694709
Graphene QD,C,-28.32069806596021,7.130026961660901,0.05634647592096413,0.1342028956560958,0.09527468578852996
Silicon QD,Si,-11.49016835827214,2.7220165479441505,0.24162802442221576,0.04900480264637873,0.14531641353429725
Indium Phosphide QD,InP,-27.69095218437255,3.2740652377612687,0.1813552174751858,0.11300239002399246,0.14717880374958914
Graphene QD,C,-28.43509228230765,6.776274701645057,0.068658159161912,0.18073582000909377,0.12469698958550288
Cadmium Selenide QD,CdSe,-19.63046521756043,7.605680725817047,0.29483394258677437,0.18861620737084628,0.24172507497881032
Silicon QD,Si,-13.83488146540293,6.706467128261678,0.16929265379208824,0.07270228733936808,0.12099747056572815
Silicon QD,Si,-24.967999528981526,4.486036908497679,0.1709297716881174,0.17819021036157212,0.17455999102484476
Graphene QD,C,-29.18999714757323,6.162526277540572,0.1956092075670397,0.09134672656657564,0.14347796706680765
Graphene QD,C,-15.23190145341077,6.861679268981283,0.2661831285420916,0.17581413748197822,0.2209986330120349
Cadmium Selenide QD,CdSe,-20.835493373663404,5.309949830048316,0.1472295813820052,0.1025816387099186,0.1249056100459619
Silicon QD,Si,-27.609496091663924,7.652107491531267,0.15930279201345876,0.08199993314760505,0.12065136258053191
Graphene QD,C,-29.541220142796647,3.0664804475728413,0.23163179883137064,0.14305587572655148,0.18734383727896106
Silicon QD,Si,-24.066351262352192,2.8536765695788526,0.09045211975806956,0.03946028177215316,0.06495620076511135
Graphene QD,C,-27.0501362194479,6.608873597640672,0.2806562929196318,0.07085039915757443,0.1757533460386031
Cadmium Selenide QD,CdSe,-21.050217371816718,5.265670403051102,0.16369651770401666,0.10613848282127536,0.134917500262646
Graphene QD,C,-12.07088872815432,3.1648546967614104,0.08272535638736343,0.07780593370818484,0.08026564504777414
Indium Phosphide QD,InP,-10.41077649224479,2.7341453529520665,0.07848079202996534,0.06949291362432233,0.07398685282714385
Cadmium Selenide QD,CdSe,-18.76769492395607,6.0693429706287265,0.12523041246300282,0.11413530256493813,0.11968285751397048
Cadmium Selenide QD,CdSe,-27.76662979154747,2.9288609137563717,0.2364348220985512,0.10417915543249237,0.1703069887655218
Indium Phosphide QD,InP,-13.809293220351787,7.325866148911405,0.1498194455033891,0.1828736425703015,0.1663465440368453
Indium Phosphide QD,InP,-22.579040768149596,6.223964512169696,0.24235732968310075,0.03690353891372673,0.13963043429841374
Graphene QD,C,-18.33180367632481,5.395540730976517,0.12166528894575039,0.19274216827157603,0.15720372860866322
Graphene QD,C,-27.89300991549727,4.95513876397688,0.1370266568796199,0.03933649687498743,0.08818157687730366
Graphene QD,C,-13.883017938936295,5.867061806585946,0.27542493288697156,0.12542950395185715,0.20042721841941435
Cadmium Selenide QD,CdSe,-28.315752445491956,3.3869070781261232,0.17312994495908635,0.04385740366265402,0.10849367431087018
Cadmium Selenide QD,CdSe,-25.75642618320988,4.735216383350888,0.05270277561412311,0.17295136253267487,0.11282706907339898
Silicon QD,Si,-18.43632837389911,5.39116953844997,0.278635133351331,0.021020552005569522,0.14982784267845026
Silicon QD,Si,-14.188940162333097,7.457950700185843,0.05953690572228727,0.13861377640667402,0.09907534106448065
Indium Phosphide QD,InP,-14.802466147238624,3.750135001161704,0.11838284716032511,0.03957571869763671,0.0789792829289809
Silicon QD,Si,-18.15576613754051,7.368125899398176,0.23748224405997886,0.09801973263318778,0.1677509883465833
Graphene QD,C,-13.664474738182651,6.46517224877568,0.1391296634771345,0.03310598546379777,0.08611782447046615
Cadmium Selenide QD,CdSe,-14.123990735546503,7.4135022811895235,0.13556838134702842,0.19699062367359993,0.16627950251031418
Cadmium Selenide QD,CdSe,-29.96441174372187,3.828946335506619,0.13373278235347386,0.13340476758141429,0.13356877496744407
Cadmium Selenide QD,CdSe,-10.925650286725265,7.548813551752792,0.1269046051295165,0.15823554084991392,0.14257007298971522
Indium Phosphide QD,InP,-27.068155233645893,3.9212041214001383,0.2810810607840243,0.19250404250537473,0.2367925516446995
Indium Phosphide QD,InP,-26.045734268010694,5.361324753820016,0.2793033119773191,0.19777110701814649,0.2385372094977328
Indium Phosphide QD,InP,-15.83971427030363,7.888073511932149,0.05006661997027988,0.12693919428443923,0.08850290712735956
Silicon QD,Si,-27.85235550850515,7.873517833733703,0.12398461282994026,0.12669112178719877,0.12533786730856952
Graphene QD,C,-19.610982301297497,6.0366185473217735,0.2519079651906385,0.1815662497722445,0.2167371074814415
Indium Phosphide QD,InP,-29.439077526958194,4.556502122266759,0.16328457226208848,0.07996758119461185,0.12162607672835016
Silicon QD,Si,-29.056988047236917,3.562765476638324,0.2222357614619604,0.1076804462809257,0.16495810387144305
Cadmium Selenide QD,CdSe,-11.590637100838148,2.8361419793438776,0.16792104266086683,0.02472467305343232,0.09632285785714957
Indium Phosphide QD,InP,-27.963758678219822,7.938172185048607,0.2999411599405073,0.13182625131325634,0.2158837056268818
Graphene QD,C,-18.618798478091488,4.594515347168572,0.08959304207656239,0.16338458873906828,0.12648881540781534
Indium Phosphide QD,InP,-28.334573289817826,5.7791727571424065,0.19527365021816823,0.02546469199968494,0.11036917110892658
Cadmium Selenide QD,CdSe,-24.896705594219128,7.17311130809866,0.18341024748359114,0.0339650172688161,0.10868763237620362
Silicon QD,Si,-19.048831477288974,4.033228928577823,0.10231123216769662,0.12436636235540689,0.11333879726155176
Indium Phosphide QD,InP,-20.190769550048657,3.1466139735035483,0.13028092390065504,0.12821293256091704,0.12924692823078604
Silicon QD,Si,-13.581010498580909,4.586173629465627,0.07780358376228573,0.05705719553013702,0.06743038964621137
Indium Phosphide QD,InP,-27.10992462887456,3.8383308773842946,0.17096957593079914,0.18689914333043917,0.17893435963061916
Indium Phosphide QD,InP,-10.163596572904854,3.795116782727636,0.2047584252666534,0.13979446428662337,0.1722764447766384
Cadmium Selenide QD,CdSe,-17.19526709114824,7.029162604222936,0.18445940573433744,0.08362368383514146,0.13404154478473945
Indium Phosphide QD,InP,-10.788751770081795,7.7056264973824495,0.13291970936595726,0.16555143199168296,0.1492355706788201
Cadmium Selenide QD,CdSe,-26.356368958799564,6.190920274326741,0.109513661282975,0.19566632790501132,0.15258999459399317
Cadmium Selenide QD,CdSe,-15.354060838384187,6.943437023881355,0.14877187224031502,0.057375429057799146,0.10307365064905707
Cadmium Selenide QD,CdSe,-11.170751945502037,3.8590856074489643,0.293184333916115,0.08691828653371671,0.19005131022491584
Silicon QD,Si,-18.33217922649216,7.184636731932987,0.05752540093931059,0.1300940847202545,0.09380974282978255
Cadmium Selenide QD,CdSe,-21.478360250191365,2.5588438737000514,0.28349821307431095,0.05154729728367116,0.16752275517899107
Cadmium Selenide QD,CdSe,-11.546176422965729,6.186181579883764,0.27397155619608865,0.16220292050925655,0.2180872383526726
Silicon QD,Si,-29.032430137022672,4.1381387058795855,0.22901314094380248,0.11906125366905435,0.17403719730642842
Silicon QD,Si,-10.02656807201626,7.544001328801833,0.06551844757281654,0.1485313834643361,0.10702491551857632
Silicon QD,Si,-10.072866914388069,6.8708224924141925,0.12832835585232227,0.11098321040896779,0.11965578313064504
Indium Phosphide QD,InP,-25.938198268733643,7.451227265855168,0.17548901059681493,0.15021742023171084,0.1628532154142629
Cadmium Selenide QD,CdSe,-27.60704607569911,6.554551618768313,0.2294592323594407,0.11926475307697126,0.174361992718206
Cadmium Selenide QD,CdSe,-16.966407186583318,3.250231749716101,0.2877419987292496,0.04557307311213811,0.16665753592069385
Silicon QD,Si,-10.825633009379409,4.693548357493992,0.11574047364978683,0.15934822972901136,0.1375443516893991
Graphene QD,C,-23.911023388540535,6.942859063070527,0.14850541932314515,0.12303891472745113,0.13577216702529815
Cadmium Selenide QD,CdSe,-18.658569886324834,3.571905700894132,0.08679487691303196,0.17604665998785066,0.13142076845044132
Indium Phosphide QD,InP,-11.114743661432005,6.554570864960935,0.14285886714112966,0.11822093450291304,0.13053990082202135
Graphene QD,C,-23.50666629879113,2.759969317617603,0.21276005367244233,0.02053221383164548,0.1166461337520439
Indium Phosphide QD,InP,-16.64540094037197,6.073710842713421,0.23637881238790137,0.05980122065738394,0.14809001652264264
Indium Phosphide QD,InP,-18.737077208482106,5.132375789955044,0.2600495166954267,0.09901349529655039,0.17953150599598855
Graphene QD,C,-24.765288477505756,6.758871764383328,0.1347643579493794,0.15777979854493726,0.14627207824715832
Cadmium Selenide QD,CdSe,-23.062113866633062,7.550962860743177,0.19685480916286807,0.19342572692253768,0.19514026804270287
Silicon QD,Si,-29.23829013156057,7.789679687778646,0.0823665458902595,0.06806986068534049,0.07521820328779999
Graphene QD,C,-19.947583700587394,3.259372685995743,0.0916328038679018,0.15508929610803987,0.12336104998797084
Indium Phosphide QD,InP,-12.313654997620212,7.193452477532441,0.12527519619744087,0.1162336329231246,0.12075441456028274
Cadmium Selenide QD,CdSe,-13.028619854906097,5.195206510500192,0.22669910204082555,0.09011611593198993,0.15840760898640774
Indium Phosphide QD,InP,-10.220881349608291,4.044665792823254,0.2237929339443689,0.05059273504084774,0.13719283449260833
Indium Phosphide QD,InP,-12.265727821608895,6.450608325423778,0.1792072237320691,0.19733092063706437,0.18826907218456673
Graphene QD,C,-19.197595452698664,3.209247758452441,0.17641282845127976,0.11497433351093841,0.14569358098110907
Silicon QD,Si,-19.609955532625346,4.3920391679089965,0.24830780366371746,0.12105679130517186,0.18468229748444465
Silicon QD,Si,-17.74326182417672,4.639076179300538,0.2946495437210376,0.11746495594263873,0.20605724983183815
Indium Phosphide QD,InP,-24.107405732063683,7.6906576081543365,0.29583640256333704,0.06424205876981587,0.18003923066657646
Graphene QD,C,-14.506636332113569,7.608334674826874,0.056089695454030794,0.14124265796307395,0.09866617670855238
Silicon QD,Si,-23.48024682637108,4.6442334135069,0.24079087218855683,0.19813016539773068,0.21946051879314377
Cadmium Selenide QD,CdSe,-10.120273224335573,5.632305959910545,0.13216785232683798,0.10629660386135355,0.11923222809409575
Graphene QD,C,-11.930247151025405,2.807871345597426,0.14174771491496768,0.11993118154216668,0.1308394482285672
Graphene QD,C,-12.074184065143033,7.960976066167571,0.20471483053510803,0.06522078566546734,0.1349678081002877
Indium Phosphide QD,InP,-28.087807519458,4.516512404951623,0.26536033967632233,0.0788208214185322,0.17209058054742726
Silicon QD,Si,-13.525015489447767,3.2013528058034195,0.2057591993246533,0.036207012361938296,0.1209831058432958
Cadmium Selenide QD,CdSe,-27.75006718017997,2.63998873287315,0.26843767578314526,0.03964640828900785,0.15404204203607655
Silicon QD,Si,-27.796351614195455,6.756581186087636,0.13500982729599692,0.1505325998433765,0.1427712135696867
Indium Phosphide QD,InP,-14.810112966331888,2.6070880507192102,0.056200021316355,0.13481657541110656,0.09550829836373079
Graphene QD,C,-14.202955250038126,6.007626504505847,0.184367546693824,0.05861372756309516,0.12149063712845957
Cadmium Selenide QD,CdSe,-14.007932041750188,5.496628347566892,0.221717756494465,0.1335392985124694,0.1776285275034672
Cadmium Selenide QD,CdSe,-25.480521374331847,2.5926541230696163,0.1800796930614983,0.04956593849339834,0.11482281577744832
Cadmium Selenide QD,CdSe,-18.87136944771715,5.2505860067518535,0.17133188843995661,0.10119749083987034,0.13626468963991348
Indium Phosphide QD,InP,-20.671921143384477,3.7743385144648043,0.28662281405648227,0.12704245984071233,0.2068326369485973
Indium Phosphide QD,InP,-10.088565992832827,3.6125381487704513,0.24702740741060275,0.050233513179840567,0.14863046029522164
Silicon QD,Si,-20.94812482749278,7.333873416264995,0.2994259556021337,0.19209827077177866,0.24576211318695618
Cadmium Selenide QD,CdSe,-25.034198593076987,3.6667123436447184,0.2021009997380171,0.06389041722723943,0.13299570848262826
Cadmium Selenide QD,CdSe,-10.240268921413612,6.495195402137856,0.10468403595386687,0.12218029152196275,0.11343216373791482
Silicon QD,Si,-14.976477131084067,3.521604349907772,0.15476817720667813,0.15632666884565863,0.15554742302616836
Cadmium Selenide QD,CdSe,-23.786554811341457,5.90396139596379,0.09343212453663251,0.15654662023247698,0.12498937238455474
Cadmium Selenide QD,CdSe,-14.279230170812465,2.6765397145081797,0.13283795351767508,0.12773642041348482,0.13028718696557995
Indium Phosphide QD,InP,-12.494114164016246,5.93446702457074,0.06384989193660741,0.07940908805422647,0.07162948999541693
Graphene QD,C,-18.602976335167824,7.1477984775741294,0.27430910585137386,0.074796814635137,0.17455296024325542
Cadmium Selenide QD,CdSe,-29.952935388058336,6.390877621719828,0.08963249779120112,0.07037128547672768,0.0800018916339644
Silicon QD,Si,-29.826097519421204,3.8376401331903427,0.11184233867632355,0.056764580290684874,0.0843034594835042
Silicon QD,Si,-23.852406388676364,3.965011060651242,0.1588053501910533,0.13781357182611725,0.14830946100858527
Silicon QD,Si,-19.28782792179664,6.476580108535192,0.2559289993912306,0.12794214354148684,0.1919355714663587
Silicon QD,Si,-10.812194065789697,5.914793071662066,0.07828666400967761,0.0824550722886257,0.08037086814915165
Silicon QD,Si,-21.577768589411566,2.6232825277267295,0.1028631704446016,0.10741326243945094,0.10513821644202627
Silicon QD,Si,-24.485162052876433,7.434481406007541,0.08245619768363392,0.15852433365394705,0.12049026566879048
Indium Phosphide QD,InP,-12.275397521666868,7.703433180315227,0.13360874062024175,0.17175469108293448,0.15268171585158813
Silicon QD,Si,-15.40987439223099,4.03358032925917,0.21769446618351734,0.18029094787442718,0.19899270702897226
Graphene QD,C,-14.261874752875665,5.2387262756552655,0.26190174952625367,0.06206866432783738,0.16198520692704552
Graphene QD,C,-21.165786208628372,7.355132569905376,0.15683680784660714,0.1443072666704407,0.15057203725852392
Cadmium Selenide QD,CdSe,-20.728951092212306,6.868673384967297,0.11851905734910971,0.04957264011158573,0.08404584873034772
